season,title,rating,votes,double,episode,votes_norm,month,writer_B_J__Novak,writer_Mindy_Kaling,writer_Gene_Stupnitsky,writer_Justin_Spitzer,writer_Brent_Forrester,writer_Jennifer_Celotta,writer_Michael_Schur,writer_Warren_Lieberstein,writer_Halsted_Sullivan,writer_Aaron_Shure,writer_Daniel_Chun,writer_Robert_Padnick,writer_Owen_Ellickson,writer_Carrie_Kemper,writer_Allison_Silverman,writer_Steve_Hely,writer_Lester_Lewis,writer_Steve_Carell,writer_Dan_Greaney,writer_Jonathan_Green,writer_Gabe_Miller,writer_Anthony_Q__Farrell,writer_Graham_Wagner,writer_Dan_Sterling,writer_Amelie_Gillette,writer_Nicki_Schwartz_Wright,writer_Jon_Vitti,writer_Paul_Lieberstein,writer_Ryan_Koh,writer_Tim_McAuliffe,writer_Greg_Daniels,writer_Ricky_Gervais,writer_Stephen_Merchant,writer_Lee_Eisenberg,writer_Caroline_Williams,writer_Jason_Kessler,writer_Peter_Ocko,writer_Charlie_Grandy,writer_Larry_Willmore,writer_Jonathan_Huges,director_Randall_Einhorn,director_Greg_Daniels,director_Paul_Feig,director_Ken_Kwapis,director_Jeffrey_Blitz,director_Ken_Whittingham,director_David_Rogers,director_Matt_Sohn,director_Charles_McDougall,director_Paul_Lieberstein,director_B_J__Novak,director_Brent_Forrester,director_Tucker_Gates,director_Troy_Miller,director_Harold_Ramis,director_Rainn_Wilson,director_John_Krasinski,director_Steve_Carell,director_Jennifer_Celotta,director_Mindy_Kaling,director_Ed_Helms,director_Julian_Farino,director_Lee_Eisenberg,director_Gene_Stupnitsky,director_Victor_Nelli_Jr_,director_Joss_Whedon,director_Claire_Scanlon,director_Dean_Holland,director_Rodman_Flender,director_Dennie_Gordon,director_Jason_Reitman,director_Bryan_Gordon,director_Charlie_Grandy,director_Miguel_Arteta,director_Jesse_Peretz,director_Daniel_Chun,director_Eric_Appel,director_Marc_Webb,director_Roger_Nygard,director_Lee_Kirk,director_Amy_Heckerling,director_John_Scott,director_Seth_Gordon,director_Stephen_Merchant,director_Bryan_Cranston,director_Reginald_Hudlin,director_Craig_Zisk,director_Brian_Baumgartner,director_J_J__Abrams,director_Alex_Hardcastle,director_Kelly_Cantley_Kashima,director_Michael_Spiller,director_Danny_Leiner,director_Asaad_Kelada,director_Jon_Favreau,words,Michael_words,Michael_words_total,Dwight_words,Dwight_words_total,Jim_words,Jim_words_total,Pam_words,Pam_words_total,Andy_words,Andy_words_total,Angela_words,Angela_words_total,Kevin_words,Kevin_words_total,Erin_words,Erin_words_total,Oscar_words,Oscar_words_total,Ryan_words,Ryan_words_total,Darryl_words,Darryl_words_total,Phyllis_words,Phyllis_words_total,Kelly_words,Kelly_words_total,Toby_words,Toby_words_total,Jan_words,Jan_words_total,Stanley_words,Stanley_words_total,Meredith_words,Meredith_words_total,Holly_words,Holly_words_total,Nellie_words,Nellie_words_total,Gabe_words,Gabe_words_total,Robert_words,Robert_words_total,Creed_words,Creed_words_total,David_words,David_words_total,Karen_words,Karen_words_total,Clark_words,Clark_words_total,Charles_words,Charles_words_total,Roy_words,Roy_words_total,Pete_words,Pete_words_total,Jo_words,Jo_words_total,Deangelo_words,Deangelo_words_total,Jim_about_Pam,Jim_about_Dwight,Pam_about_Jim,Pam_about_Michael,Michael_about_Jan,Michael_about_Holly,Dwight_Michael_dialog,Jim_Michael_dialog,Michael_Pam_dialog,Andy_Michael_dialog,Angela_Michael_dialog,Kevin_Michael_dialog,Erin_Michael_dialog,Michael_Oscar_dialog,Michael_Ryan_dialog,Darryl_Michael_dialog,Michael_Phyllis_dialog,Kelly_Michael_dialog,Michael_Toby_dialog,Jan_Michael_dialog,Michael_Stanley_dialog,Meredith_Michael_dialog,Holly_Michael_dialog,Gabe_Michael_dialog,Dwight_Jim_dialog,Dwight_Pam_dialog,Andy_Dwight_dialog,Angela_Dwight_dialog,Dwight_Kevin_dialog,Dwight_Erin_dialog,Dwight_Oscar_dialog,Dwight_Ryan_dialog,Darryl_Dwight_dialog,Dwight_Phyllis_dialog,Dwight_Kelly_dialog,Dwight_Toby_dialog,Dwight_Jan_dialog,Dwight_Stanley_dialog,Dwight_Meredith_dialog,Dwight_Nellie_dialog,Dwight_Gabe_dialog,Jim_Pam_dialog,Andy_Jim_dialog,Angela_Jim_dialog,Jim_Kevin_dialog,Erin_Jim_dialog,Jim_Oscar_dialog,Jim_Ryan_dialog,Darryl_Jim_dialog,Jim_Phyllis_dialog,Jim_Kelly_dialog,Jim_Toby_dialog,Jan_Jim_dialog,Jim_Stanley_dialog,Jim_Meredith_dialog,Jim_Nellie_dialog,Gabe_Jim_dialog,Andy_Pam_dialog,Angela_Pam_dialog,Kevin_Pam_dialog,Erin_Pam_dialog,Oscar_Pam_dialog,Pam_Ryan_dialog,Darryl_Pam_dialog,Pam_Phyllis_dialog,Kelly_Pam_dialog,Pam_Toby_dialog,Jan_Pam_dialog,Meredith_Pam_dialog,Nellie_Pam_dialog,Gabe_Pam_dialog,Andy_Angela_dialog,Andy_Kevin_dialog,Andy_Erin_dialog,Andy_Oscar_dialog,Andy_Ryan_dialog,Andy_Darryl_dialog,Andy_Phyllis_dialog,Andy_Kelly_dialog,Andy_Toby_dialog,Andy_Jan_dialog,Andy_Stanley_dialog,Andy_Meredith_dialog,Andy_Nellie_dialog,Andy_Gabe_dialog,Angela_Kevin_dialog,Angela_Erin_dialog,Angela_Oscar_dialog,Angela_Phyllis_dialog,Angela_Kelly_dialog,Angela_Jan_dialog,Angela_Meredith_dialog,Erin_Kevin_dialog,Kevin_Oscar_dialog,Kevin_Ryan_dialog,Darryl_Kevin_dialog,Kevin_Phyllis_dialog,Kelly_Kevin_dialog,Kevin_Toby_dialog,Jan_Kevin_dialog,Holly_Kevin_dialog,Kevin_Nellie_dialog,Gabe_Kevin_dialog,Erin_Oscar_dialog,Erin_Ryan_dialog,Darryl_Erin_dialog,Erin_Phyllis_dialog,Erin_Kelly_dialog,Erin_Stanley_dialog,Erin_Meredith_dialog,Erin_Nellie_dialog,Erin_Gabe_dialog,Oscar_Ryan_dialog,Darryl_Oscar_dialog,Oscar_Phyllis_dialog,Kelly_Oscar_dialog,Oscar_Toby_dialog,Oscar_Stanley_dialog,Kelly_Ryan_dialog,Ryan_Toby_dialog,Ryan_Stanley_dialog,Nellie_Ryan_dialog,Darryl_Kelly_dialog,Darryl_Toby_dialog,Darryl_Nellie_dialog,Darryl_Gabe_dialog,Kelly_Phyllis_dialog,Phyllis_Stanley_dialog,Holly_Phyllis_dialog,Nellie_Phyllis_dialog,Kelly_Toby_dialog,Jan_Kelly_dialog,Kelly_Stanley_dialog,Kelly_Meredith_dialog,Gabe_Kelly_dialog,Meredith_Toby_dialog,Nellie_Toby_dialog,Gabe_Toby_dialog,Holly_Jan_dialog,Holly_Meredith_dialog,dialog_mean_length,number_of_dialog,stamford,scranton,dunder,stupid,sales,news,pregnancy,bitch,promotion,leaving,hate,love,money,paper,meeting,office,date,death,wedding,party,christmas,halloween,dundies,birthday,valentine,what_she_said,laughing,whispering,screaming,singing,applause,accent,crying,smiling,sigh,kiss,one
6,Murder,8.7,4090,0,10,0.005340527158343366,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016,26.657824933687007,804.0,14.555702917771885,439.0,21.385941644562333,645.0,3.746684350132626,113.0,8.289124668435012,250.0,1.889920424403183,57.0,3.0503978779840852,92.0,3.812997347480106,115.0,5.039787798408488,152.0,0.629973474801061,19.0,0.0,0.0,1.6246684350132623,49.0,0.629973474801061,19.0,0.0,0.0,0.0,0.0,0.7957559681697612,24.0,1.0278514588859415,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7625994694960212,23.0,3.1830238726790454,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6201550387596899,0.0,5.3097345132743365,0.0,0.12437810945273632,21,26,0,6,0,5,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3283582089552235,67.0,0.0,0.033156498673740056,0.13262599469496025,0.033156498673740056,0.033156498673740056,0.09946949602122017,0.0,0.0,0.0,0.0,0.0,0.0,0.033156498673740056,0.0,0.09946949602122017,0.06631299734748011,0.13262599469496025,0.0,0.0,0.06631299734748011,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,3,0,16,0,0,0,0,1
6,Shareholder Meeting,8.2,3403,0,11,0.004443475286025055,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020,36.29139072847682,1096.0,10.0,302.0,15.562913907284768,470.0,3.1456953642384105,95.0,6.059602649006622,183.0,0.0,0.0,0.7615894039735099,23.0,0.7284768211920529,22.0,6.291390728476821,190.0,5.1655629139072845,156.0,0.0,0.0,1.2913907284768211,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6622516556291391,20.0,0.26490066225165565,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26490066225165565,8.0,3.4768211920529803,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,5.2631578947368425,0.0,0.0,0,0,5,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,32,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9322033898305087,59.0,0.0,0.3311258278145696,0.1986754966887417,0.03311258278145696,0.03311258278145696,0.0,0.0,0.0,0.0,0.03311258278145696,0.06622516556291391,0.09933774834437084,0.09933774834437084,0.0,0.06622516556291391,0.03311258278145696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,3,0,0,0,0,0,1
6,Scott's Tots,8.3,3918,0,12,0.005115937752173425,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3002,33.977348434377085,1020.0,11.692205196535642,351.0,11.592271818787475,348.0,4.4303797468354436,133.0,6.862091938707527,206.0,1.0992671552298467,33.0,0.9327115256495668,28.0,6.528980679546969,196.0,0.1665556295802798,5.0,1.4323784143904064,43.0,0.0,0.0,0.966022651565623,29.0,0.19986675549633576,6.0,0.0,0.0,0.0,0.0,0.4663557628247834,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3331112591605596,10.0,2.9646902065289806,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.7518796992481205,0.0,0.0,0.0,0,12,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0847457627118646,59.0,0.0,0.0,0.0,0.06662225183211193,0.033311125916055964,0.09993337774816788,0.0,0.033311125916055964,0.0,0.0,0.0,0.06662225183211193,0.13324450366422386,0.0,0.033311125916055964,0.19986675549633576,0.033311125916055964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1
6,Secret Santa,8.5,3587,0,13,0.004683733720532435,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,42.076688157448245,1240.0,10.620970478452664,313.0,7.872412623006448,232.0,5.191720393620631,153.0,4.445198506956227,131.0,0.848320325755005,25.0,3.800475059382423,112.0,3.1218187987784187,92.0,1.968103155751612,58.0,1.2215812690872074,36.0,0.0,0.0,7.567017305734645,223.0,0.4071937563624025,12.0,0.9161859518154056,27.0,0.0,0.0,1.187648456057007,35.0,0.984051577875806,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5768578215134035,17.0,4.88632507634883,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310344827586207,0.0,0.0,1.96078431372549,0.0,0.0,10,14,0,0,5,4,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8461538461538463,91.0,0.0,0.0,0.0339328130302002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017984390906006,0.0,0.0,0.0,0.16966406515100102,0.7465218866644044,0.0,0.0,0.0,0.0,0.0,2,2,1,5,2,0,0,1,0,1,1
6,The Banker,6.8,4380,0,14,0.0057191953431647785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,47.314814814814824,511.0,10.925925925925926,118.0,0.0,0.0,4.351851851851852,47.0,1.1111111111111112,12.0,0.5555555555555556,6.0,0.2777777777777778,3.0,0.0,0.0,0.0,0.0,0.925925925925926,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.481481481481481,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882352941176471,17.0,0.0,0.7407407407407407,0.2777777777777778,0.0,0.0925925925925926,0.0925925925925926,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0925925925925926,0.0,0.1851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,0,0,0,1,0,1
6,Sabre,7.6,3267,0,15,0.004265892964867428,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,37.333333333333336,1120.0,1.4333333333333331,43.0,9.933333333333334,298.0,5.5,165.0,2.833333333333333,85.0,0.3333333333333333,10.0,0.3333333333333333,10.0,2.533333333333333,76.0,1.2333333333333334,37.0,0.0,0.0,0.0,0.0,0.3333333333333333,10.0,0.0,0.0,0.2,6.0,0.0,0.0,0.06666666666666668,2.0,0.4,12.0,0.0,0.0,0.0,0.0,9.6,288.0,0.0,0.0,0.2,6.0,9.566666666666666,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.433333333333334,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,0,4,0,0,0,0,0,0,5,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.388888888888889,36.0,0.0,0.1,0.3,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666668,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,3,1,0,0,0,0,1
6,Manager and Salesman,8.0,3226,0,16,0.0042123571180478474,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3163,25.071134998419218,793.0,15.491621877963958,490.0,7.903888713246918,250.0,1.4543155232374327,46.0,6.7973442933923485,215.0,0.06323110970597534,2.0,0.3793866582358521,12.0,8.220044261776794,260.0,0.94846664558963,30.0,4.679102118242176,148.0,0.0,0.0,1.0749288650015807,34.0,4.9004110022130885,155.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8337021814732848,58.0,0.0,0.0,0.0,0.0,1.233006639266519,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.681315207081886,496.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,4,21,4,0,0,0,6,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5593220338983054,59.0,0.0,0.0,0.06323110970597534,0.03161555485298767,0.3477711033828644,0.0,0.0,0.03161555485298767,0.0,0.0,0.0,0.189693329117926,0.12646221941195068,0.03161555485298767,0.06323110970597534,0.12646221941195068,0.0,0.0,0.0,0.0,0.03161555485298767,0.0,0.0,0.0,0.15807777426493835,0.0,0,0,0,2,0,0,0,1,0,1,1
6,The Delivery,8.5,3438,1,17,0.004489176618675914,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5912,23.34235453315291,1380.0,9.252368064952641,547.0,19.012178619756426,1124.0,17.845060893098786,1055.0,8.034506089309879,475.0,1.6407307171853855,97.0,3.1292286874154263,185.0,4.448579161028417,263.0,0.5243572395128552,31.0,0.4228687415426252,25.0,0.0,0.0,0.8457374830852503,50.0,0.8119079837618404,48.0,0.050744248985115016,3.0,0.0,0.0,0.3890392422192152,23.0,0.4905277401894452,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03382949932341001,2.0,0.0,0.0,0.0,0.0,2.215832205683356,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2455516014234878,0.0,0.0,0.6635071090047393,0.0,0.0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4405940594059405,101.0,0.0,0.0,0.0,0.01691474966170501,0.03382949932341001,0.01691474966170501,0.0,0.0,0.0,0.03382949932341001,0.01691474966170501,0.16914749661705006,0.050744248985115016,0.050744248985115016,0.01691474966170501,0.050744248985115016,0.01691474966170501,0.0,0.0,0.0,0.0,0.0,0.0,0.01691474966170501,0.0,0.0,0,0,2,1,1,0,0,0,1,0,1
6,St. Patrick's Day,7.6,3180,0,19,0.004152292509421003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908,23.314993122420912,678.0,12.34525447042641,359.0,8.081155433287483,235.0,0.859697386519945,25.0,7.2214580467675376,210.0,1.1348005502063274,33.0,1.4442916093535076,42.0,5.226960110041265,152.0,1.2035763411279228,35.0,0.687757909215956,20.0,0.0,0.0,0.0343878954607978,1.0,0.9628610729023384,28.0,0.0,0.0,0.0,0.0,0.0343878954607978,1.0,1.237964236588721,36.0,0.0,0.0,0.0,0.0,2.4071526822558456,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.452544704264103,682.0,0.0,0.0,0.0,0.425531914893617,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,43.0,0.0,0.1375515818431912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687757909215956,0.0,0.1375515818431912,0.0,0.1031636863823934,0.171939477303989,0.1375515818431912,0.171939477303989,0.0343878954607978,0.0,0.0,0.0343878954607978,0.0,0.0,0.0,0.0,0.0,5,2,0,4,0,0,0,0,0,1,1
6,New Leads,7.7,3158,0,20,0.004123565957469035,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765,37.9746835443038,1050.0,14.755877034358045,408.0,14.792043399638336,409.0,0.9403254972875226,26.0,4.267631103074141,118.0,2.8571428571428568,79.0,2.1338155515370705,59.0,1.7359855334538878,48.0,0.32549728752260404,9.0,0.5424954792043399,15.0,2.5678119349005426,71.0,7.55877034358047,209.0,2.8209764918625684,78.0,1.08499095840868,30.0,0.0,0.0,2.7486437613019894,76.0,0.4701627486437613,13.0,0.0,0.0,0.0,0.0,2.3508137432188065,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4889975550122249,0.0,0.0,15.384615384615385,0.0,0.0,39,26,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5921052631578947,76.0,0.0,0.03616636528028933,0.0,0.07233273056057866,0.3616636528028933,0.14466546112115733,0.0,0.0,0.0,0.0,0.0,0.07233273056057866,0.108499095840868,0.0,0.03616636528028933,0.108499095840868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03616636528028933,1,0,0,0,0,1,0,0,0,1,1
